Date,Open,High,Low,Close,Adj Close,Volume
2000-04-10,1.690000,1.690000,1.690000,1.690000,1.529891,0
2000-04-11,1.690000,1.690000,1.690000,1.690000,1.529891,0
2000-04-12,1.690000,1.690000,1.690000,1.690000,1.529891,0
2000-04-13,1.690000,1.690000,1.690000,1.690000,1.529891,0
2000-04-14,1.690000,1.690000,1.690000,1.690000,1.529891,0
2000-04-17,1.510000,1.510000,1.510000,1.510000,1.366944,10000
2000-04-18,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-04-19,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-04-20,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-04-21,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-04-24,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-04-25,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-04-26,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-04-27,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-04-28,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-01,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-02,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-03,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-04,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-05,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-08,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-09,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-10,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-11,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-12,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-15,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-16,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-17,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-18,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-19,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-22,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-23,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-24,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-25,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-26,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-29,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-30,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-05-31,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-06-01,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-06-02,1.530000,1.530000,1.530000,1.530000,1.385049,2000
2000-06-05,1.570000,1.570000,1.570000,1.570000,1.421260,2000
2000-06-06,1.570000,1.570000,1.570000,1.570000,1.421260,0
2000-06-07,1.610000,1.650000,1.610000,1.650000,1.493681,4000
2000-06-08,1.690000,1.730000,1.690000,1.730000,1.566101,4000
2000-06-09,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-12,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-13,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-14,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-15,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-16,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-19,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-20,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-21,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-22,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-23,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-26,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-27,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-28,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-29,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-06-30,1.730000,1.730000,1.730000,1.730000,1.566101,0
2000-07-03,1.520000,1.520000,1.500000,1.500000,1.357891,378000
2000-07-04,1.500000,1.500000,1.500000,1.500000,1.357891,372000
2000-07-05,1.480000,1.520000,1.480000,1.520000,1.375997,380000
2000-07-06,1.530000,1.560000,1.510000,1.510000,1.366944,380000
2000-07-07,1.510000,1.510000,1.510000,1.510000,1.366944,0
2000-07-10,1.470000,1.400000,1.400000,1.470000,1.330733,0
2000-07-11,1.440000,1.440000,1.440000,1.440000,1.303576,10000
2000-07-12,1.440000,1.440000,1.440000,1.440000,1.303576,0
2000-07-13,1.440000,1.440000,1.440000,1.440000,1.303576,0
2000-07-14,1.420000,1.420000,1.420000,1.420000,1.285470,28000
2000-07-17,1.420000,1.420000,1.420000,1.420000,1.285470,0
2000-07-18,1.400000,1.400000,1.400000,1.400000,1.267365,32000
2000-07-19,1.400000,1.400000,1.400000,1.400000,1.267365,32000
2000-07-20,1.400000,1.400000,1.400000,1.400000,1.267365,34000
2000-07-21,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-07-24,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-07-25,1.400000,1.400000,1.400000,1.400000,1.267365,20000
2000-07-26,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-07-27,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-07-28,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-07-31,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-01,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-02,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-03,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-04,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-07,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-08,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-09,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-10,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-11,1.400000,1.400000,1.400000,1.400000,1.267365,30000
2000-08-14,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-15,1.400000,1.400000,1.400000,1.400000,1.267365,110000
2000-08-16,1.400000,1.400000,1.400000,1.400000,1.267365,120000
2000-08-17,1.400000,1.400000,1.400000,1.400000,1.267365,96400
2000-08-18,1.400000,1.400000,1.400000,1.400000,1.267365,12000
2000-08-21,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-22,1.400000,1.400000,1.400000,1.400000,1.267365,20000
2000-08-23,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-24,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-25,1.400000,1.400000,1.400000,1.400000,1.267365,0
2000-08-28,1.440000,1.600000,1.440000,1.600000,1.448417,20000
2000-08-29,1.500000,1.500000,1.500000,1.500000,1.357891,10000
2000-08-30,1.450000,1.450000,1.450000,1.450000,1.312628,10000
2000-08-31,1.450000,1.480000,1.450000,1.450000,1.312628,0
2000-09-01,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-04,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-05,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-06,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-07,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-08,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-11,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-12,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-13,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-14,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-15,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-18,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-19,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-20,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-21,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-22,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-25,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-26,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-27,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-28,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-09-29,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-02,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-03,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-04,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-05,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-06,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-09,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-10,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-11,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-12,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-13,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-16,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-17,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-18,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-19,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-20,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-23,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-24,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-25,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-26,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-27,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-30,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-10-31,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-01,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-02,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-03,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-06,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-07,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-08,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-09,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-10,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-13,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-14,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-15,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-16,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-17,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-20,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-21,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-22,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-23,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-24,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-27,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-28,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-29,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-11-30,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-01,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-04,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-05,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-06,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-07,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-08,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-11,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-12,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-13,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-14,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-15,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-18,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-19,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-20,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-21,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-22,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-25,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-26,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-27,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-28,1.450000,1.450000,1.450000,1.450000,1.312628,0
2000-12-29,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-01,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-02,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-03,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-04,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-05,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-08,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-09,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-10,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-11,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-12,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-15,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-16,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-17,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-18,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-19,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-22,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-23,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-24,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-25,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-26,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-29,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-30,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-01-31,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-01,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-02,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-05,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-06,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-07,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-08,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-09,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-12,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-13,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-14,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-15,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-16,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-19,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-20,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-21,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-22,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-23,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-26,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-27,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-02-28,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-01,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-02,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-05,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-06,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-07,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-08,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-09,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-12,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-13,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-14,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-15,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-16,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-19,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-20,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-21,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-22,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-23,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-26,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-27,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-28,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-29,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-03-30,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-02,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-03,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-04,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-05,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-06,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-09,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-10,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-11,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-12,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-13,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-16,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-17,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-18,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-19,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-20,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-23,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-24,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-25,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-26,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-27,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-04-30,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-05-01,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-05-02,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-05-03,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-05-04,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-05-07,1.450000,1.450000,1.450000,1.450000,1.312628,0
2001-05-08,1.480000,1.480000,1.480000,1.480000,1.339786,2000
2001-05-09,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-10,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-11,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-14,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-15,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-16,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-17,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-18,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-21,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-22,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-23,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-24,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-25,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-28,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-29,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-30,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-05-31,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-01,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-04,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-05,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-06,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-07,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-08,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-11,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-12,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-13,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-14,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-15,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-18,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-19,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-20,1.480000,1.480000,1.480000,1.480000,1.339786,0
2001-06-21,1.400000,1.450000,1.400000,1.400000,1.267365,0
2001-06-22,1.400000,1.450000,1.400000,1.400000,1.267365,0
2001-06-25,1.400000,1.400000,1.400000,1.400000,1.267365,0
2001-06-26,1.400000,1.400000,1.400000,1.400000,1.267365,0
2001-06-27,1.380000,1.380000,1.380000,1.380000,1.249260,20000
2001-06-28,1.350000,1.380000,1.350000,1.350000,1.222102,0
2001-06-29,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-02,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-03,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-04,1.350000,1.350000,1.350000,1.350000,1.222102,20000
2001-07-05,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-06,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-09,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-10,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-11,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-12,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-13,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-16,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-17,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-18,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-19,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-20,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-23,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-24,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-25,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-26,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-27,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-30,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-07-31,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-01,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-02,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-03,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-06,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-07,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-08,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-09,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-10,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-13,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-14,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-15,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-16,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-17,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-20,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-21,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-22,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-23,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-24,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-27,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-28,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-29,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-30,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-08-31,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-09-03,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-09-04,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-09-05,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-09-06,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-09-07,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-09-10,1.350000,1.350000,1.350000,1.350000,1.222102,0
2001-09-11,1.350000,1.350000,1.350000,1.350000,1.222102,0
